,document_id,id,owner,asset,transactiontype,date,notif_date,amount,capgains,assettype,ticker
40,20011791,,sp,xerox corporation (xrx) [st],s,05/07/2019,,"$1,001 - $15,000",,st,xrx
41,20012474,,sp,berkshire hathaway inc. new (brk.b) [st] filing status: new description: part of my spouse's retirement portfolio.,p,09/13/2019,,"$1,001 - $15,000",,st,brk.b
42,20012474,,sp,"caterpillar, inc. (cat) [st]",p,09/13/2019,,"$1,001 - $15,000",,st,cat
43,20012474,,sp,cbs corporation class b (cbs) [st] filing status: new description: part of my spouse's retirement portfolio.,p,09/13/2019,,"$1,001 - $15,000",,st,cbs
44,20012474,,sp,embraer s.a. (erj) [st],p,09/13/2019,,"$1,001 - $15,000",,st,erj
45,20012474,,sp,"extended stay america, inc. - paired shares (stay) [st] filing status: new description: part of my spouse's retirement portfolio.",p,09/13/2019,,"$1,001 - $15,000",,st,stay
46,20012474,,sp,ford motor company (f) [st],p,09/13/2019,,"$1,001 - $15,000",,st,f
47,20012474,,sp,raytheon company (rtn) [st] filing status: new description: part of my spouse's retirement portfolio.,p,09/13/2019,,"$1,001 - $15,000",,st,rtn
48,20012474,,sp,"tapestry, inc. (tpr) [st]",s,09/12/2019,,"$1,001 - $15,000",,st,tpr
49,20012263,,sp,kroger company (kr) [st] filing status: new,s,08/08/2019,,"$1,001 - $15,000",,st,kr
50,20012263,,sp,northwest natural holding company (nwn) [st],p,08/15/2019,,"$1,001 - $15,000",,st,nwn
51,20012670,,sp,northwest natural holding company (nwn) [st] filing status: new description: dividend reinvestment. part of my spouse'sretirement portfolio.,p,11/15/2019,,"$1,001 - $15,000",,st,nwn
52,20012604,,sp,allstate corporation (all) [st] filing status: new description: part of my spouse's retirement portfolio.,p,10/11/2019,,"$1,001 - $15,000",,st,all
53,20012604,,sp,apple inc. (aapl) [st],s,10/29/2019,,"$1,001 - $15,000",,st,aapl
54,20012604,,sp,fedex corporation (fdx) [st] filing status: new description: part of my spouse's retirement portfolio.,p,10/11/2019,,"$1,001 - $15,000",,st,fdx
55,20012604,,sp,"gilead sciences, inc. (gild) [st]",p,10/25/2019,,"$1,001 - $15,000",,st,gild
56,20012604,,sp,howard hughes corporation (hhc) [st] filing status: new description: part of my spouse's retirement portfolio.,p,10/22/2019,,"$1,001 - $15,000",,st,hhc
57,20012604,,sp,te connectivity ltd. new switzerland registered shares (tel) [st],p,10/11/2019,,"$1,001 - $15,000",,st,tel
58,20011243,,jt,"alpha pro tech, ltd. (apt) [st] filing status: new",s,02/06/2019,,"$1,001 - $15,000",,st,apt
59,20011243,,jt,"alpha pro tech, ltd. (apt) [st]",s,02/07/2019,,"$1,001 - $15,000",,st,apt
60,20011243,,sp,"alpha pro tech, ltd. (apt) [st] filing status: new",p,02/14/2019,,"$1,001 - $15,000",,st,apt
61,20012709,,sp,hcp inc reit [cs] filing status: new description: name change to healthpeak pptys inc. partof my spouse's retirement portf,e,11/05/2019,,"$1,001 - $15,000 olio.",,,
62,20012709,,sp,"healthpeak properties, inc. (peak) [st]",e,11/05/2019,,"$1,001 - $15,000",,st,peak
63,20011659,,jt,mobile cnty ala brd sch commrs [gs] filing status: amended,s,01/23/2018,,"$1,001 - $15,000",,,
64,20011659,,,tucows inc. (tcx) [st] filing status: amended,s,01/09/2018,,"$1,001 - $15,000",,st,tcx
65,20011708,,,general dynamics corporation (gd) [st] filing status: new,s,05/02/2019,,"$1,001 - $15,000",,st,gd
66,20011708,,,"lee enterprises, incorporated (lee) [st] filing status: new",p,04/11/2019,,"$15,001 - $50,000",,st,lee
67,20011369,,jt,"lee enterprises, incorporated (lee) [st] filing status: new",s,03/13/2019,,"$15,001 - $50,000",,st,lee
68,20012115,,sp,"alpha pro tech, ltd. (apt) [st] filing status: new",s,08/05/2019,,"$1,001 - $15,000",,st,apt
69,20011115,,,filing status: new subholding of: lisa blunt rochest description: bank of america corpsenior medium term note 4.125% 01/22/2,er,"apr 02,2015 li",,ester tr 024,,,
70,20011115,,,"entergy mississippi llc first mortgage callable m/w 3.1% 07/01/2023 [cs] filing status: new subholding of: lisa blunt rochester rev tst uaapr 02,2015 lisa blunt roch description: entergy mississippi llc first mortgage callable m/w 3.1% 07/",s,02/04/2019,,"$50,001 - $100,000 ester tr 01/2023",,,
71,20011115,,,"general mtrs finl co inc senior note m/w 2.35% 10/04/2019 [cs] filing status: new subholding of: lisa blunt rochester rev tst uaapr 02,2015 lisa blunt roch description: general mtrs finl coinc senior note m/w 2.35%10/04/2019",s,02/04/2019,,"$15,001 - $50,000 ester tr",,,
72,20011115,,,"kinder morgan energy partners senior note m/w 2.65% 02/01/2019 [cs] filing status: new subholding of: lisa blunt rochester rev tst uaapr 02,2015 lisa blunt roch description: kinder morgan energy partners senior note m/w 2.65% 02/01",s,01/14/2019,,"$15,001 - $50,000 ester tr /2019",,,
73,20011115,,,new york st dorm auth st pers rev bds callable 5% 03/15/2033 [gs],s,02/04/2019,,"$50,001 - $100,000",,,
74,20011115,,,filing status: new subholding of: lisa blunt rochest description: new york st dorm auth st pers revbds callable 5% 03/15/2033,er,"apr 02,2015 li",,ester tr,,,
75,20011115,,,pseg power senior note m/w 5.125% 04/15/2020 [cs],s,02/04/2019,,"$50,001 - $100,000",,,
76,20011115,,,filing status: new subholding of: lisa blunt rochest description: pseg power senior note m/w 5.125%04/15/2020,er,"apr 02,2015 li",,ester tr,,,
77,20012473,,sp,"nexeos diagnostics, inc [ps] filing status: new subholding of: other assets location: us description: initial investment in privately held medical diagnostics company.",p,09/25/2019,,"$15,001 - $50,000",,ps,
78,20011878,,sp,"onspira therapeutics, inc [ps] filing status: new subholding of: other assets location: us description: additional aggregate investment with no change in ownership share.",p,06/03/2019,,"$1,001 - $15,000",,ps,
79,20013825,,,rockdale county develop 5% 7/1/26 [gs] filing status: new subholding of: bny mellon 5000,p,11/19/2019,,"$100,001 - $250,000",,,
80,20012723,,jt,"accenture plc class a ordinary shares (acn) [st] filing status: new subholding of: stocks, bonds, & mutua description: 25 units of accenture plcl funds",p,11/19/2019,,"$1,001 - $15,000",,st,acn
81,20012723,,jt,accenture plc class a ordinary shares (acn) [st],p,11/22/2019,,"$1,001 - $15,000",,st,acn
82,20012723,,jt,"accenture plc class a ordinary shares (acn) [st] filing status: new subholding of: stocks, bonds, & mutua description: 25 units of accenture plcl funds",p,12/10/2019,,"$1,001 - $15,000",,st,acn
83,20012723,,jt,alphabet inc. - class c capital stock (goog) [st],p,12/09/2019,,"$1,001 - $15,000",,st,goog
84,20012723,,jt,alphabet inc. - class c capital stock (goog) [st],p,11/19/2019,,"$1,001 - $15,000",,st,goog
85,20012723,,jt,"amazon.com, inc. (amzn) [st] filing status: new subholding of: stocks, bonds, & mutua description: 5 units of amazon.com incl funds",p,11/19/2019,,"$1,001 - $15,000",,st,amzn
86,20012723,,jt,"amazon.com, inc. (amzn) [st]",p,12/09/2019,,"$1,001 - $15,000",,st,amzn
87,20012723,,jt,"apple inc. (aapl) [st] filing status: new subholding of: stocks, bonds, & mutua description: 40 units of apple inc.l funds",p,12/09/2019,,"$1,001 - $15,000",,st,aapl
88,20012723,,jt,apple inc. (aapl) [st],p,11/22/2019,,"$1,001 - $15,000",,st,aapl
89,20012723,,jt,"apple inc. (aapl) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 262.99 units of apple inc.",p,11/18/2019,,"$1,001 - $15,000",,st,aapl
90,20012723,,jt,apple inc. (aapl) [st],p,11/18/2019,,"$1,001 - $15,000",,st,aapl
91,20012723,,jt,berkshire hathaway inc. new (brk.b) [st],p,11/22/2019,,"$1,001 - $15,000",,st,brk.b
92,20012723,,jt,"blf fedfund tddxx [cs] filing status: new subholding of: stocks, bonds, & mutual funds description: sale of fed funds, conversion to cash",s,11/04/2019,,"$15,001 - $50,000",,,
93,20012723,,jt,"blf fedfund tddxx [cs] filing status: new subholding of: stocks, bonds, & mutua description: sweep purchase of blackrol funds interests in don beyer motors inc, theck liq fds fedfund, using proceeds of the sale of and smokey's garage llc.great experimentllc, gum springs llc, prospec",p,10/16/2019,,"$1,000,001 - $5,000,000 donald s beyer jr o t hill llc, forbidde",,,
94,20012723,,,"filing status: new subholding of: stocks, bonds, & mutua description: sweep purchase of blackro interest in pirate motors llc.ck liq fds fedfu",l,"nd, using proc",,megan c beyer owne,,,
95,20012723,,jt,"citigroup, inc. (c) [st] filing status: new subholding of: stocks, bonds, & mutua description: 115 units of citigroup inc.l funds",p,12/09/2019,,"$1,001 - $15,000",,st,c
96,20012723,,jt,"citigroup, inc. (c) [st]",p,11/18/2019,,"$1,001 - $15,000",,st,c
97,20012723,,jt,"citigroup, inc. (c) [st] filing status: new subholding of: stocks, bonds, & mutua description: 65 units of citigroup inc.l funds",p,11/22/2019,,"$1,001 - $15,000",,st,c
98,20012723,,jt,cme group inc. - class a (cme) [st],p,11/19/2019,,"$1,001 - $15,000",,st,cme
99,20012723,,jt,"cme group inc. - class a (cme) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 15 units of cme group inc.",p,11/26/2019,,"$1,001 - $15,000",,st,cme
100,20012723,,jt,cme group inc. - class a (cme) [st],p,12/10/2019,,"$1,001 - $15,000",,st,cme
101,20012723,,jt,"cognex corporation (cgnx) [st] filing status: new subholding of: stocks, bonds, & mutua description: 100 units of cognex corpl funds",p,12/09/2019,,"$1,001 - $15,000",,st,cgnx
102,20012723,,jt,cognex corporation (cgnx) [st],p,11/22/2019,,"$1,001 - $15,000",,st,cgnx
103,20012723,,jt,"cognex corporation (cgnx) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 75 units cognex corporation",p,11/18/2019,,"$1,001 - $15,000",,st,cgnx
104,20012723,,jt,"cryoport, inc. (cyrx) [st]",p,11/19/2019,,"$1,001 - $15,000",,st,cyrx
105,20012723,,jt,"cryoport, inc. (cyrx) [st] filing status: new subholding of: stocks, bonds, & mutua description: 120 units of cryoport inc.l funds",p,11/25/2019,,"$1,001 - $15,000",,st,cyrx
106,20012723,,jt,cyrusone inc (cone) [st],p,11/26/2019,,"$1,001 - $15,000",,st,cone
107,20012723,,jt,"cyrusone inc (cone) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 60 units of cyrusone inc.reit",p,11/19/2019,,"$1,001 - $15,000",,st,cone
108,20012723,,jt,daifuku co ltd ordinary shares (daiuf) [st],p,11/19/2019,,"$1,001 - $15,000",,st,daiuf
109,20012723,,jt,"daifuku co ltd ordinary shares (daiuf) [st] filing status: new subholding of: stocks, bonds, & mutua description: 60 units of daifuku co ltdl funds",p,11/27/2019,,"$1,001 - $15,000",,st,daiuf
110,20012723,,jt,daifuku co ltd ordinary shares (daiuf) [st],p,11/27/2019,,"$1,001 - $15,000",,st,daiuf
111,20012723,,jt,"daifuku co ltd ordinary shares (daiuf) [st] filing status: new subholding of: stocks, bonds, & mutua description: 60 units of daifuku co ltdl funds",p,12/10/2019,,"$1,001 - $15,000",,st,daiuf
112,20012723,,jt,"delta air lines, inc. (dal) [st]",p,11/26/2019,,"$1,001 - $15,000",,st,dal
113,20012723,,jt,"delta air lines, inc. (dal) [st] filing status: new subholding of: stocks, bonds, & mutua description: 45 units of delta air linesl funds",p,11/19/2019,,"$1,001 - $15,000",,st,dal
114,20012723,,jt,ecolab inc. (ecl) [st],p,11/19/2019,,"$1,001 - $15,000",,st,ecl
115,20012723,,jt,"ecolab inc. (ecl) [st] filing status: new subholding of: stocks, bonds, & mutua description: 45 units of ecolab inc.l funds",p,11/25/2019,,"$1,001 - $15,000",,st,ecl
116,20012723,,jt,ecolab inc. (ecl) [st],p,12/09/2019,,"$1,001 - $15,000",,st,ecl
117,20012723,,jt,"editas medicine, inc. (edit) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 50 units of editas medicine inc.",p,12/09/2019,,"$1,001 - $15,000",,st,edit
118,20012723,,jt,"editas medicine, inc. (edit) [st]",p,11/22/2019,,"$1,001 - $15,000",,st,edit
119,20012723,,jt,"editas medicine, inc. (edit) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 50 units of editas medicine inc.",p,11/19/2019,,"$1,001 - $15,000",,st,edit
120,20012723,,jt,"estee lauder companies, inc. (el) [st]",p,11/18/2019,,"$1,001 - $15,000",,st,el
121,20012723,,jt,"estee lauder companies, inc. (el) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 45 units of estee lauder companies",p,12/09/2019,,"$1,001 - $15,000",,st,el
122,20012723,,jt,"estee lauder companies, inc. (el) [st]",p,11/25/2019,,"$1,001 - $15,000",,st,el
123,20012723,,jt,"fanuc limited ordinary shares (fanuf) [st] filing status: new subholding of: stocks, bonds, & mutua description: 15 units of fanuc ltdl funds",p,11/27/2019,,"$1,001 - $15,000",,st,fanuf
124,20012723,,jt,fanuc limited ordinary shares (fanuf) [st],p,12/10/2019,,"$1,001 - $15,000",,st,fanuf
125,20012723,,jt,"fanuc limited ordinary shares (fanuf) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 20 units fanucltd.",p,11/19/2019,,"$1,001 - $15,000",,st,fanuf
126,20012723,,jt,"flir systems, inc. (flir) [st]",p,11/22/2019,,"$1,001 - $15,000",,st,flir
127,20012723,,jt,"flir systems, inc. (flir) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 65 units of flir systems inc",p,12/09/2019,,"$1,001 - $15,000",,st,flir
128,20012723,,jt,"flir systems, inc. (flir) [st]",p,11/26/2019,,"$1,001 - $15,000",,st,flir
129,20012723,,jt,"goldman sachs group, inc. (gs) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 15 units of goldman sachsgroup inc.",p,11/25/2019,,"$1,001 - $15,000",,st,gs
130,20012723,,jt,"goldman sachs group, inc. (gs) [st]",p,12/09/2019,,"$1,001 - $15,000",,st,gs
131,20012723,,jt,"goldman sachs group, inc. (gs) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 15 units od goldman sachs group inc.",p,11/19/2019,,"$1,001 - $15,000",,st,gs
132,20012723,,jt,"illumina, inc. (ilmn) [st]",p,11/25/2019,,"$1,001 - $15,000",,st,ilmn
133,20012723,,jt,"illumina, inc. (ilmn) [st] filing status: new subholding of: stocks, bonds, & mutua description: 20 units of illumina inc.l funds",p,11/19/2019,,"$1,001 - $15,000",,st,ilmn
134,20012723,,jt,"illumina, inc. (ilmn) [st]",p,12/10/2019,,"$1,001 - $15,000",,st,ilmn
135,20012723,,jt,"impinj, inc. (pi) [st] filing status: new subholding of: stocks, bonds, & mutua description: 35 units of impinj incl funds",p,11/19/2019,,"$1,001 - $15,000",,st,pi
136,20012723,,jt,"intellia therapeutics, inc. (ntla) [st]",p,12/09/2019,,"$1,001 - $15,000",,st,ntla
137,20012723,,jt,"intuitive surgical, inc. (isrg) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 10 units of intuitive surgical inc.",p,12/09/2019,,"$1,001 - $15,000",,st,isrg
138,20012723,,jt,"intuitive surgical, inc. (isrg) [st]",p,11/19/2019,,"$1,001 - $15,000",,st,isrg
139,20012723,,jt,"intuitive surgical, inc. (isrg) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 10 units of intuitive surgical inc.",p,11/22/2019,,"$1,001 - $15,000",,st,isrg
140,20012723,,jt,lvmh moet hennessy louis vuitton unsponsored american depositary receipt (lvmuy) [st],p,11/22/2019,,"$1,001 - $15,000",,st,lvmuy
141,20012723,,jt,"lvmh moet hennessy louis vuitton unsponsored american depositary receipt (lvmuy) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 60 units of lvmh moet hennessy",p,11/18/2019,,"$1,001 - $15,000",,st,lvmuy
142,20012723,,jt,lvmh moet hennessy louis vuitton unsponsored american depositary receipt (lvmuy) [st],p,12/09/2019,,"$1,001 - $15,000",,st,lvmuy
143,20012723,,jt,microsoft corporation (msft) [st],p,12/09/2019,,"$1,001 - $15,000",,st,msft
144,20012723,,jt,"microsoft corporation (msft) [st] filing status: new subholding of: stocks, bonds, & mutua description: 70 units of microsoft corpl funds",p,11/22/2019,,"$1,001 - $15,000",,st,msft
145,20012723,,jt,microsoft corporation (msft) [st],p,11/22/2019,,"$1,001 - $15,000",,st,msft
146,20012723,,jt,"msci inc (msci) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 30 units of msci inc. classa",p,11/22/2019,,"$1,001 - $15,000",,st,msci
147,20012723,,jt,msci inc (msci) [st],p,11/19/2019,,"$1,001 - $15,000",,st,msci
148,20012723,,jt,"msci inc (msci) [st] filing status: new subholding of: stocks, bonds, & mutua description: 40 units of msci inc.l funds",p,12/10/2019,,"$1,001 - $15,000",,st,msci
149,20012723,,jt,"nasdaq, inc. (ndaq) [st]",p,12/09/2019,,"$1,001 - $15,000",,st,ndaq
150,20012723,,jt,"nasdaq, inc. (ndaq) [st] filing status: new subholding of: stocks, bonds, & mutua description: 30 units of nasdaq inc.l funds",p,11/19/2019,,"$1,001 - $15,000",,st,ndaq
151,20012723,,jt,"nasdaq, inc. (ndaq) [st]",p,11/25/2019,,"$1,001 - $15,000",,st,ndaq
152,20012723,,jt,"nestle sa sponsored adr representing registered shares series b (nsrgy) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 55 units of nestle sa sponsoredadr",p,11/18/2019,,"$1,001 - $15,000",,st,nsrgy
153,20012723,,jt,nestle sa sponsored adr representing registered shares series b (nsrgy) [st],p,12/09/2019,,"$1,001 - $15,000",,st,nsrgy
154,20012723,,jt,"nextera energy, inc. (nee) [st]",p,12/09/2019,,"$1,001 - $15,000",,st,nee
155,20012723,,jt,"nextera energy, inc. (nee) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 55 units of nextera energy",p,11/18/2019,,"$1,001 - $15,000",,st,nee
156,20012723,,jt,"nextera energy, inc. (nee) [st]",p,11/25/2019,,"$1,001 - $15,000",,st,nee
157,20012723,,jt,"nike, inc. (nke) [st] filing status: new subholding of: stocks, bonds, & mutua description: 60 units of nike incl funds",p,11/19/2019,,"$1,001 - $15,000",,st,nke
158,20012723,,jt,"nike, inc. (nke) [st]",p,12/10/2019,,"$1,001 - $15,000",,st,nke
159,20012723,,jt,"nike, inc. (nke) [st] filing status: new subholding of: stocks, bonds, & mutua description: 60 units of nike inc.l funds",p,11/26/2019,,"$1,001 - $15,000",,st,nke
160,20012723,,jt,novartis ag (nvs) [st],p,12/10/2019,,"$1,001 - $15,000",,st,nvs
161,20012723,,jt,"novartis ag (nvs) [st] filing status: new subholding of: stocks, bonds, & mutua description: 60 units of novartis agl funds",p,11/19/2019,,"$1,001 - $15,000",,st,nvs
162,20012723,,jt,nvidia corporation (nvda) [st],p,11/19/2019,,"$1,001 - $15,000",,st,nvda
163,20012723,,jt,"nvidia corporation (nvda) [st] filing status: new subholding of: stocks, bonds, & mutua description: 30 units of nvidia corp.l funds",p,12/09/2019,,"$1,001 - $15,000",,st,nvda
164,20012723,,jt,nvidia corporation (nvda) [st],p,11/26/2019,,"$1,001 - $15,000",,st,nvda
165,20012723,,jt,"pepsico, inc. (pep) [st] filing status: new subholding of: stocks, bonds, & mutua description: 30 units of pepsico inc.l funds",p,12/09/2019,,"$1,001 - $15,000",,st,pep
166,20012723,,jt,"pepsico, inc. (pep) [st]",p,11/25/2019,,"$1,001 - $15,000",,st,pep
167,20012723,,jt,"pepsico, inc. (pep) [st] filing status: new subholding of: stocks, bonds, & mutua description: 30 units of pepsico inc.l funds",p,11/19/2019,,"$1,001 - $15,000",,st,pep
168,20012723,,jt,"roper technologies, inc. (rop) [st]",p,11/19/2019,,"$1,001 - $15,000",,st,rop
169,20012723,,jt,"roper technologies, inc. (rop) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 20 units roper technologies inc.",p,12/09/2019,,"$1,001 - $15,000",,st,rop
170,20012723,,jt,"roper technologies, inc. (rop) [st]",p,11/26/2019,,"$1,001 - $15,000",,st,rop
171,20012723,,jt,splunk inc. (splk) [st],p,11/25/2019,,"$1,001 - $15,000",,st,splk
172,20012723,,jt,"splunk inc. (splk) [st] filing status: new subholding of: stocks, bonds, & mutua description: 25 units of splunk inc.l funds",p,11/19/2019,,"$1,001 - $15,000",,st,splk
173,20012723,,jt,splunk inc. (splk) [st],p,12/09/2019,,"$1,001 - $15,000",,st,splk
174,20012723,,jt,"target corporation (tgt) [st] filing status: new subholding of: stocks, bonds, & mutua description: 30 units of target corpl funds",p,12/09/2019,,"$1,001 - $15,000",,st,tgt
175,20012723,,jt,target corporation (tgt) [st],p,11/26/2019,,"$1,001 - $15,000",,st,tgt
176,20012723,,jt,"target corporation (tgt) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: purchase of 50 units of target corp",p,11/18/2019,,"$1,001 - $15,000",,st,tgt
177,20012723,,jt,"teladoc health, inc. (tdoc) [st]",p,11/18/2019,,"$1,001 - $15,000",,st,tdoc
178,20012723,,jt,"teladoc health, inc. (tdoc) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 35 units of teledoc healthinc.",p,11/22/2019,,"$1,001 - $15,000",,st,tdoc
179,20012723,,jt,"teladoc health, inc. (tdoc) [st]",p,12/09/2019,,"$1,001 - $15,000",,st,tdoc
180,20012723,,jt,"terreno realty corporation (trno) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 125 units of terreno realtycorp",p,12/09/2019,,"$1,001 - $15,000",,st,trno
181,20012723,,jt,terreno realty corporation (trno) [st],p,11/22/2019,,"$1,001 - $15,000",,st,trno
182,20012723,,jt,"terreno realty corporation (trno) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 100 units of terreno realty corp",p,11/19/2019,,"$1,001 - $15,000",,st,trno
183,20012723,,jt,"tjx companies, inc. (tjx) [st]",p,11/19/2019,,"$1,001 - $15,000",,st,tjx
184,20012723,,jt,"tjx companies, inc. (tjx) [st] filing status: new subholding of: stocks, bonds, & mutual funds description: 100 units of tjx companies inc.",p,11/22/2019,,"$1,001 - $15,000",,st,tjx
